BRAND & NAME,Quick Access Pocket (#),Additional Notes,Bag Style Opening,Compression Straps,Depth (inches),Expandable,Expandable Volume,Handles,Height (inches),LINKS,Laptop Access,Lash Points (outside),Load Lifters,Luggage Pass Through / Trolley Sleeve,Material,Max. Laptop Size (in),Org Slots/Pockets,Origin of Company,Packable,Picture,Price (USD),QAP Location,Sternum Strap,Type,Volume (liters),WBP Location,Warranty,Water Bottle Pockets (#),Weight (lbs),Width (inches)
Tortuga Travel Backpack 40L,1,"Straps can be adjusted to height fit.
Hip belt has quick access pockets.",Clamshell,no,8,No,No,1,21.5,https://www.tortugabackpacks.com/products/travel-backpack-40l?variant%3D39864592367687&sa=D&source=editors&ust=1740763376253543&usg=AOvVaw113xWKeOBu3ZZ30gHCcX_f,External compartment,no,No,No,SHELL200,16,No,USA 🇺🇸,No,https://www.neverendingvoyage.com/wp-content/uploads/2025/10/tortuga-backpack-lite-front-1000x1000.jpg,350,top,Yes,Backpack,40,Side,Lifetime,2,4.4,14
Tortuga Travel Backpack Lite 40L,1,Lockable zippers,Clamshell,no,8,No,No,2,21.5,https://www.tortugabackpacks.com/products/travel-backpack-lite-40l&sa=D&source=editors&ust=1740763376255121&usg=AOvVaw3rG394fYqLZiNbGIda0Gb8,External compartment,,No,No,630D Cordura re/cor RN6 nylon,16,No,USA 🇺🇸,No,https://cdn.packhacker.com/2024/04/b8a7a043-tortuga-travel-backpack-lite-40l.jpg,250,top,Yes,Backpack,40,Side,Lifetime,1,3.5,14
Troubadour Apex Backpack 3.0,1,"Tech organisation, shoulder strap pocket",180° Half Zip,no,5.9,No,No,1,18.9,https://www.troubadourgoods.com/products/apex-backpack,External compartment,no,No,Yes,Super-tough FortiWeave fabric,17,Yes,UK 🇬🇧,No,https://m.media-amazon.com/images/I/81kuB9rilEL._AC_UY580_.jpg,245,front,No,Backpack,25,Side,5 years,2,2.2,12.6
Troubadour Apex Compact Backpack 3.0,1,"Tech organisation, shoulder strap pocket",180° Half Zip,no,5.9,No,No,1,18.9,https://www.troubadourgoods.com/products/compact-apex-backpack,External compartment,no,No,Yes,Super-tough FortiWeave fabric,16,Yes,UK 🇬🇧,No,https://m.media-amazon.com/images/I/71l+mHwgUSL._AC_UY580_.jpg,225,front,No,Backpack,16,Side,5 years,2,2,12.6
Troubadour Orbis 1-Pocket Backpack,3,Secret pocket in back panel keeps your phone at hand yet hidden,Clamshell,no,5.5,No,No,1,16.5,https://www.troubadourgoods.com/products/orbis-1-pocket-backpack,Internal sleeve,no,No,Yes,100% recycled polyester,16,No,UK 🇬🇧,No,https://cdn.shopify.com/s/files/1/0171/0160/files/Orbis1Pocket_0541699f-952c-45bd-aab9-c92eddaf8717.png?v=1739517767,295,front (2x) & back,No,Backpack,18,,5 years,no,3.3,11.8
Troubadour Pioneer Backpack,2,Sternum strap not included.,180° Half Zip,no,6.5,No,No,1,19.5,https://www.troubadourgoods.com/products/pioneer-backpack-khaki&sa=D&source=editors&ust=1740763376259649&usg=AOvVaw0iA3IA_XJ7-UwA2uh36jyh,External compartment,no,No,No,Recycled polyester,16,No,UK 🇬🇧,No,https://cdn.shopify.com/s/files/1/0171/0160/files/Pioneer_3.0_Obsidian_Green_1.jpg?v=1723404890,275,top & front,Yes,Backpack,24,Side,5 years,2,2.4,12
ULA Equipment Cicada X-PAC,3,also available in Ultra 400X,Clamshell,no,5,No,,1,18,https://www.511tactical.com/rush12-2-0-backpack.html&sa=D&source=editors&ust=1740763375907952&usg=AOvVaw0yMNy0PJm3cGjXT2gac4ga,External compartment,no,No,Yes,X-PAC X50,15,No,USA 🇺🇸,No,https://www.ula-equipment.com/wp-content/uploads/2025/08/X50CicadaFoliage-2.jpg,320,front,Yes,Backpack,22,No,Lifetime,no,1.9,11
ULA Equipment Robic 30L Dragonfly,1,"Optional load lifters, waist strap, stowable straps, patch area",Clamshell,2,7,No,No,1,18.5,https://www.ula-equipment.com/product/dragonfly/&sa=D&source=editors&ust=1740763376263188&usg=AOvVaw0xKZ_Q0YiaFSQw6n9Et4yk,External compartment,>5,No,No,Black Diamond Robic,15,No,USA 🇺🇸,No,https://www.ula-equipment.com/wp-content/uploads/2024/10/purplerobic-30L-34right.jpg,240,top,Yes,Backpack,30,Side,Lifetime,2,1.6,11
ULA Equipment Ultra 36L Dragonfly,1,"Optional load lifters, waist strap, stowable straps, patch area",Clamshell,2,7.5,No,No,1,20.5,https://www.ula-equipment.com/product/ultra-36-dragonfly/&sa=D&source=editors&ust=1740763376264889&usg=AOvVaw30y8jsN2Wt_UqJy93mpZp7,External compartment,>5,No,No,"Challenge ULTRA, ULTRA TX, UltraStretch",17,No,USA 🇺🇸,No,https://www.ula-equipment.com/wp-content/uploads/2024/10/red-robic-36-34-right.jpg,320,top,Yes,Backpack,36,Side,Lifetime,2,1.9,12
ULA Equipment Ultra Camino,no,"Main body 35.8L, can be fully customized",Rolltop & Clamshell,>5,8.5,Yes,54L,1,22,https://www.ula-equipment.com/product/ultra-camino/&sa=D&source=editors&ust=1740763376266293&usg=AOvVaw3oZfXUVdq3sdxCQIYrwKCg,Internal sleeve,>5,No,No,ULTRA 400TX,17,No,USA 🇺🇸,No,https://www.ula-equipment.com/wp-content/uploads/2023/02/ultracamino34th2.jpg,400,,Yes,Backpack,36,Side,Lifetime,2,3.2,13
ULA Equipment Ultra Robic,2,also available in Ultra 400X,Rolltop,no,4,Yes,22,1,17,https://www.511tactical.com/rush12-2-0-backpack.html&sa=D&source=editors&ust=1740763375907952&usg=AOvVaw0yMNy0PJm3cGjXT2gac4ga,Internal sleeve,1,No,No,Robic,15,No,USA 🇺🇸,No,https://www.ula-equipment.com/wp-content/uploads/2025/06/brushed-node-34-right.jpg,200,front,Yes,Backpack,20,Side,Lifetime,2,1.4,10.75
Vertx Long Walks Pack 15L,1,"Has internal hook & Loop, velcro for customization, hydration pass through, oversized front stretch pocket, sleeves on straps",180° Half Zip,no,5.3,No,No,1,21.5,https://vertx.com/products/long-walks-pack-15l,Not dedicated,>10,No,No,"lightweight, highly-durable mini-ripstop nylon fabric, with water-repellent finish",14,No,USA 🇺🇸,No,https://m.media-amazon.com/images/I/71zYVSFpNzL._AC_UY580_.jpg,100,front,Yes,Backpack,15,,2 years,no,1.3,11
Vertx Urban Ghost Backpack 20L,2,"Has internal hook & Loop, velcro for customization, hydration pass through, Hidden back pocket",180° Half Zip,no,6,No,No,1,19,https://vertx.com/products/urban-ghost-20l-backpack?variant=50190222917914,Internal sleeve,>10,No,Yes,420D Polycarbonate Coated Ripstop,15,Yes,USA 🇺🇸,No,https://vertx.com/cdn/shop/files/ug20lbackpack.jpg?v=1737419716,175,front & back,Yes,Backpack,20,Side,2 years,2,2.3,11
Voyager Bag Works Arcadia - Waxed Canvas,1,"Handmade, also available in Ecopak",,no,2.5,No,No,1,5.8,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,no,No,No,Martexin original waxed canvas,No,Yes,USA 🇺🇸,No,https://images.squarespace-cdn.com/content/v1/5d6f32089f272b0001a113df/1658502265789-W7F4K0972MY3GAYUMF3Q/Arcadia+2022+-+Sage+-+Hero.jpg,125,front,No,Sling,2.25,No,Lifetime,no,,9.8
Voyager Bag Works Arcadia Mini - Ecopak,1,"Handmade, also available in Waxed Canvas",,no,2.5,No,No,,2.1,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,no,No,No,Ecopak,No,Yes,USA 🇺🇸,No,https://images.squarespace-cdn.com/content/v1/5d6f32089f272b0001a113df/1698091905777-GQ98XK6A0QOI5ABRG0TD/Mini+Arcadia+-+Teal+-+Hero.jpg?format=1000w,100,front,No,Sling,1.4,No,Lifetime,no,,5
Voyager Bag Works Hip Back - Waxed Canvas,no,"Handmade, also available in Ecopak",,no,5,No,No,,5,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,no,No,No,Martexin original waxed canvas,No,No,USA 🇺🇸,No,https://images.squarespace-cdn.com/content/v1/5d6f32089f272b0001a113df/1655215547945-75ZTYBE0G6SGRHN1GY17/Cay+-+Sage+-+Hero.jpg,58,No,No,Sling,0.4,No,Lifetime,no,,8
Wandrd D1 FANNY PACK,1,,,no,2.5,No,No,2,5,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,2,No,No,840D Jr. Ballistic Nylon with 5PM Coating,No,Yes,USA 🇺🇸,No,https://eu.wandrd.com/cdn/shop/products/D1FannyPack-SedonaOrange-Angled_fb504d48-4861-4a6f-bc77-b42a84a6f428.png?v=1668463741&width=720,74,back,No,Sling,2,No,Lifetime,no,0.67,9
Wandrd DETOUR HIP PACK,1,Stabiliser strap,,no,5,No,No,1,10.25,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,1,No,No,Weather Resistant N100D Robic Dynatec,No,Yes,USA 🇺🇸,Yes,https://eu.wandrd.com/cdn/shop/products/detour.png?v=1566789448&width=720,64,front,No,Sling,6.3,No,Lifetime,no,0.6,8
Wandrd NIMBUS 18L,2,Hidden Passport/Cash Pocket,180° Half Zip,2,6.3,No,No,3,18.8,https://www.wandrd.com/products/nimbus-18l-backpack,External compartment,>10,Yes,Yes,,16,No,USA 🇺🇸,No,https://dtz3um9jw7ngl.cloudfront.net/p/l/V301366E/V301366E.jpg,179,front & back,Yes,Backpack,18,Side,Lifetime,2,2.6,12
Wandrd Prvke 21L,1,"Hidden pocket.
3 points of access: roll top opening, side camera access, and zippered clamshell",Rolltop & Clamshell,2,6.5,Yes,25L,1,19,https://www.wandrd.com/products/prvke?variant%3D39289416122448&sa=D&source=editors&ust=1740763376269597&usg=AOvVaw216CNn3AuH1-VGPHxS5AUM,Internal sleeve,>5,No,No,"Tarpaulin and Ballistic 1680 D Nylon
Weather Resistant YKK Zippers",15,No,USA 🇺🇸,No,https://harrisoncameras.co.uk/cdn/shop/files/PK21-SO-3.jpg?v=1722016640,300,back,Yes,Backpack,21,Side,Lifetime,1,2.9,11
Wandrd Prvke 31L,1,"Hidden pocket.
3 points of access: roll top opening, side camera access, and zippered clamshell",Rolltop & Clamshell,2,7,Yes,36L,1,21,https://www.wandrd.com/products/prvke?variant%3D39289416220752&sa=D&source=editors&ust=1740763376271235&usg=AOvVaw16jbwg8Q5zR9fhohGfAqFs,Internal sleeve,>5,No,No,"Tarpaulin and Ballistic 1680 D Nylon
Weather Resistant YKK Zippers",15,No,USA 🇺🇸,No,https://eu.wandrd.com/cdn/shop/files/PRVKE_21_-_Yuma_Tan.png?v=1719256543&width=1296,325,back,Yes,Backpack,31,Side,Lifetime,1,3.3,12
Wandrd ROGUE 3L SLING,1,,,no,4,No,No,3,6,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,5,No,No,840D Jr. Ballistic Nylon with 5PM Coating,No,Yes,USA 🇺🇸,No,https://eu.wandrd.com/cdn/shop/products/3LROGUE-DallolYellow-Front.png?v=1698855211&width=720,109,back,No,Sling,3,Underneath,Lifetime,1,1,9
Wandrd ROGUE 6L SLING,2,Stabiliser strap,,no,6,No,No,3,7.5,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,External compartment,5,No,No,840D Jr. Ballistic Nylon with 5PM Coating,16,Yes,USA 🇺🇸,No,https://eu.wandrd.com/cdn/shop/files/ROGUE6LYumaTan.png?v=1707238756&width=720,139,front & back,No,Sling,6,Underneath,Lifetime,1,1.5,12
Wandrd ROGUE 9L SLING,2,Stabiliser strap,,no,7,No,No,3,8.5,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,External compartment,5,No,No,840D Jr. Ballistic Nylon with 5PM Coating,16,Yes,USA 🇺🇸,No,https://eu.wandrd.com/cdn/shop/products/9LROGUE-UyuniPurple-Front_6758f8aa-f64a-4163-b3b5-a672d3dc872f.png?v=1707242514&width=720,159,front & back,No,Sling,9,Underneath,Lifetime,1,1.7,13.5
Wandrd Transit Travel Backpack,1,"Quick access to either side.
Hidden pocket at back.
Optional hip-belt.
Zippers have locking mechanism.
Rainfly available.",Clamshell,2,8.5,Yes,35L,4,19.5,https://www.wandrd.com/products/transit-travel-backpack?variant%3D40190470717520&sa=D&source=editors&ust=1740763376273022&usg=AOvVaw08YFeiKTPQbyjMJs5gftoO,External compartment,>10,Yes,Yes,,16,No,USA 🇺🇸,No,https://www.cameraland.nl/media/catalog/product/cache/1/image/1800x/040ec09b1e35df139433887a97daa66f/w/a/wandrd_transit_45l_travel_backpack_wasatch_green.jpg,300,top,Yes,Backpack,30,Side,Lifetime,2,4.2,11.5
Waterfield Air Porter Backpack,1,,Toploader,no,7,No,No,1,16.5,https://www.sfbags.com/collections/laptop-backpacks/products/air-porter-backpack&sa=D&source=editors&ust=1740763376274905&usg=AOvVaw02YosDfyTKEx1KF-0xgTQt,Internal sleeve,no,No,Yes,1680 Denier black Ballistic nylon or Waxed Canvas,15,No,USA 🇺🇸,No,https://www.sfbags.com/cdn/shop/files/Three-quarter-canvas_1101d43e-f5a7-4778-9af0-8ec120a106b5.jpg?v=1705367693&width=1800,420,top,Yes,Backpack,22,Side,Lifetime,2,2.9,12
Waterfield Packable Backpack,1,,180° Half Zip,no,6,No,No,1,15,https://www.sfbags.com/collections/laptop-backpacks/products/packable-backpack?tab=Specifications,Not dedicated,no,No,No,"Custom-made technical material with added structure, anti-wrinkle, and water-resistant properties",14,No,USA 🇺🇸,Yes,https://www.sfbags.com/cdn/shop/products/Olive-Backpack-34-Front.jpg?v=1720548468&width=1000,129,front,No,Backpack,16,Side,Lifetime,2,0.7,11
Waterfield Shinjuku Crossbody,2,Made in USA,,no,2.5,No,No,0,7.25,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Internal sleeve,no,No,No,Full-grain leather 15 oz. waxed canvas,8,Yes,USA 🇺🇸,No,https://www.sfbags.com/cdn/shop/files/Canvas-threequarter.jpg?v=1746829776&width=1800,159,front & back,No,Sling,3.1,No,Lifetime,no,1.1,10.5
Waterfield Shinjuku Laptop Backpack,2,"Main compartment can be accessed from the side, space for  laptop and iPad/tablet",180° Half Zip,no,5,No,No,1,17,https://www.sfbags.com/collections/laptop-backpacks/products/shinjuku-laptop-backpack?tab=Specifications,Internal sleeve,no,No,Yes,15 oz. Waxed canvas or VX-11 Canvas X-Pac® base,16,Yes,USA 🇺🇸,No,https://www.sfbags.com/cdn/shop/files/shinjuku-backpack-canvas-34.jpg?v=1741902033&width=1800,329,front,No,Backpack,16,Side,Lifetime,2,2.6,12.5
Waterfield Shinjuku Sling,2,Made in USA,,no,2.5,No,No,0,5,https://aersf.com/collections/city-collection/products/city-pack-2?country=US,Not dedicated,no,No,No,Full-grain leather 15 oz. waxed canvas,No,Yes,USA 🇺🇸,No,https://www.sfbags.com/cdn/shop/files/shunjuku-sling-storm-gray-front.jpg?v=1743792246&width=1800,129,front & back,No,Sling,1.6,No,Lifetime,no,0.71,8
Waterfield Tech Folio Backpack Slim - Ballistic,1,"Laptop and Ipad sleeve, internal water bottle pocket, QAP has magentic closure",Clamshell,no,4.5,No,No,1,15.5,https://www.sfbags.com/collections/laptop-backpacks/products/tech-folio-backpack?tab=Video,Internal sleeve,no,No,Yes,1680 Denier black ballistic nylon,16,Yes,USA 🇺🇸,No,https://www.sfbags.com/cdn/shop/files/Three-Quarter-Ballistic-Black.jpg?v=1704059893&width=1800,359,front,No,Backpack,13,No,Lifetime,no,2.5,12.3
Waterfield Tech Folio Backpack Slim - Waxed Canvas,1,"Laptop and Ipad sleeve, internal water bottle pocket, QAP has magentic closure",Clamshell,no,4.5,No,No,1,15.5,https://www.sfbags.com/collections/laptop-backpacks/products/tech-folio-backpack?tab=Video,Internal sleeve,no,No,Yes,15 oz. Waxed canvas,16,Yes,USA 🇺🇸,No,https://i0.wp.com/androidguys.com/wp-content/uploads/2024/06/Slim-BP-v-reg_4975e4fe-2f07-4f40-ac11-8ff6fdffe074.jpg?resize=696%2C580&ssl=1,359,front,No,Backpack,13,No,Lifetime,no,3,12.3
Waterfield Tech Folio Backpack Standard - Ballistic,1,"Laptop and Ipad sleeve, internal water bottle pocket, QAP has magentic closure",Clamshell,no,6.3,No,No,1,15.5,https://www.sfbags.com/collections/laptop-backpacks/products/tech-folio-backpack?tab=Video,Internal sleeve,no,No,Yes,1680 Denier black ballistic nylon,16,Yes,USA 🇺🇸,No,https://www.sfbags.com/cdn/shop/files/Three-Quarter-Ballistic-Black.jpg?v=1704059893&width=1800,379,front,No,Backpack,19,No,Lifetime,no,2.8,12.3
Waterfield Tech Folio Backpack Standard - Waxed Canvas,1,"Laptop and Ipad sleeve, internal water bottle pocket, QAP has magentic closure",Clamshell,no,6.3,No,No,1,15.5,https://www.sfbags.com/collections/laptop-backpacks/products/tech-folio-backpack?tab=Video,Internal sleeve,no,No,Yes,15 oz. Waxed canvas,16,Yes,USA 🇺🇸,No,https://i0.wp.com/androidguys.com/wp-content/uploads/2024/06/Slim-BP-v-reg_4975e4fe-2f07-4f40-ac11-8ff6fdffe074.jpg?resize=696%2C580&ssl=1,379,front,No,Backpack,19,No,Lifetime,no,3.4,12.3
Waterfield Vitesse Backpack,1,,Toploader,no,8,No,No,1,15.5,https://www.sfbags.com/collections/laptop-backpacks/products/vitesse-canvas-backpack,Internal sleeve,no,No,Yes,15 oz. Waxed canvas,16,Yes,USA 🇺🇸,No,https://www.sfbags.com/cdn/shop/files/Both-colors_1800x1800.jpg?v=1726233407,219,front,No,Backpack,24,No,Lifetime,no,1.7,12
Western Rise Voyager Pro 25,1,Laptop compartment has tablet/iPad sleeve. One side zip access to main compartment,Clamshell,0,8,No,No,3,20.5,,External compartment,2,No,Yes,"
420D Ballistic Nylon Robic / 630D Oxford Nylon with Carbonate Coating",18,Yes,USA 🇺🇸,No,https://i.kickstarter.com/assets/045/057/568/d35f685104173f593dea6101a2910e6d_original.png?fit=scale-down&origin=ugc&q=80&v=1715827900&width=600&sig=OBmTcyzyLQ8TX7qEm1oLCQqQb2vkIIYmASuClbTlAoY%3D,239,top,Yes,Backpack,25,Side,Lifetime,1,2.8,11.5
Western Rise Voyager RollTop15 Backpack,1,"Suspended laptop sleeve (fits up to 18""), tablet sleeve (up to 12""). Side Access to main compartment. Expandable by ca. 2L",Rolltop,0,9.5,Yes,17L,1,19.8,,Internal sleeve,2,No,No,"
420D Ballistic Nylon Robic / 630D Oxford Nylon with Carbonate Coating",18,Yes,USA 🇺🇸,Yes,https://i.kickstarter.com/assets/045/057/568/d35f685104173f593dea6101a2910e6d_original.png?fit=scale-down&origin=ugc&q=80&v=1715827900&width=600&sig=OBmTcyzyLQ8TX7qEm1oLCQqQb2vkIIYmASuClbTlAoY%3D,120,top,Yes,Backpack,15,Side,Lifetime,1,1.8,11.5
Wexley Ace V2 32L Travel Pack 1680D Cordura Series,1,"Lockable zippers. Hidden AirTag pocket, 2 hidden back pockets.",Clamshell,Yes,9,No,No,2,18.2,https://wexley.com/products/ace-v2,Separated Compartment,Yes,Yes,Yes,1680D Cordura Ballistic / 840D Carbonate,16,yes,France 🇫🇷,No,https://wexley.com/cdn/shop/files/wexley_ace_backpack_cordura_carbonate_ace221-6_76b9dfa8-3f5a-44f5-b8d9-285729273e5d.jpg?v=1741316006&width=900,199,Top,Yes,backpack,32,Side,2 years,2,3.2,11.5
Wexley Active 25L Pro Pack Cordura Series,1,"RFID blocking pocket. Hidden AirTag pocket, 2 hidden back pockets, card pocket on shoulder strap.",180° Half Zip,No,6.3,No,No,2,19.6,https://wexley.com/products/active-propack-cordura-series,Internal sleeve,No,No,No,"1000D Cordura / 840D Carbonate, also in 1680DCordura Ballistic and X-PAC",16,yes,France 🇫🇷,No,https://wexley.com/cdn/shop/files/wexley_active_business_backpack_cordura_carbonate_lbp201-12_474fa1da-c188-453a-a735-f52fdf683c73.jpg?v=1739204183&width=900,149,Top,Yes,backpack,25,Side,2 years,1,2.76,12.6
Wexley Classic Icon Daypack,1,"RFID blocking pocket. Hidden AirTag pocket, 2 hidden back pockets.",180° Half Zip,No,6.6,No,No,1,17.3,https://wexley.com/products/classic,External compartment,No,No,No,1680D Cordura Ballistic,16,yes,France 🇫🇷,No,https://wexley.com/cdn/shop/files/wexley-classic-backpack-cordura-ballistic-cbp200-6.jpg?v=1739287107&width=900,159,Front,Yes,backpack,22,No,2 years,0,1.54,11.8
Wexley Etan 22L Compact Pro Pack Cordura,1,"Hidden AirTag pocket, 2 hidden back panel pockets.",180° Half Zip,No,5.9,No,No,2,17.7,https://wexley.com/products/etan-cordura,Internal sleeve,No,No,No,330D Cordura / 1680D Cordura Ballistic,16,yes,France 🇫🇷,No,https://wexley.com/cdn/shop/files/wexley_etan_backpack_cordura_etn216-4_fdaf4bcf-3c59-4e97-9218-b7945d4aff35.jpg?v=1739203358&width=900,139,Top,Yes,backpack,22,Side,2 years,1,2.65,11.4
Wexley Jacob 22L Pro Pack Cordura Series,1,"RFID blocking pocket. Hidden AirTag pocket, 2 hidden back pockets.",180° Half Zip,No,5.9,No,No,1,19.3,https://wexley.com/products/jacob,Separated Compartment,No,Yes,No,1680D Cordura Ballistic,16,yes,France 🇫🇷,No,https://wexley.com/cdn/shop/files/wexley_jacob_backpack_cordura_ballistic_jcb200-18.jpg?v=1741311263&width=900,169,Top,Yes,backpack,22,Side,2 years,2,1.76,10.6
Wexley Kyle 10L Mini Business Pack Cordura Series,1,"Hidden AirTag pocket, 2 hidden back panel pockets.",180° Half Zip,No,4.33,No,No,1,14.7,https://wexley.com/products/kyle-10l-compact-pro-pack-cordura-series,Internal sleeve,No,No,No,"330D Cordura, also in 1680DCordura Ballistic",14,yes,France 🇫🇷,No,https://wexley.com/cdn/shop/files/wexley_kyle_backpack_cordura_ky216_7.jpg?v=1739209061&width=900,129,Front,Yes,backpack,10,Side,2 years,1,1.87,10.23
Wexley Madison Daypack,1,3 exterior zip pockets. Suspended fleece-lined interior sleeve. AirTag pocket.,180° Half Zip,No,5.09,No,No,1,16.14,https://wexley.com/products/madison,Internal sleeve,No,No,No,330D Cordura Nylon / 840D Carbonate,13,yes,France 🇫🇷,No,https://wexley.com/cdn/shop/files/wexley_madison_cordura_black_mbp106-2_622a3eef-c9c9-434c-927e-dddb602527d2.jpg?v=1739289341&width=900,119,Top,Yes,backpack,14,No,2 years,0,1.32,9.05
Wexley Malcolm Sling Pack,1,"Padded tablet compartment. Hidden AirTag pocket, hidden soft-lined back pocket.",,No,3.93,No,No,1,12.6,https://wexley.com/products/malcolm-sling-pack-cordura-ballistic,Internal sleeve,No,No,No,1680D Cordura Ballistic,11,yes,France 🇫🇷,No,https://wexley.com/cdn/shop/files/wexley_malcom_slingbag_cordura_ballistic_ml200_1_16a6c45a-b30e-49e3-ab4e-f32007917d28.jpg?v=1739090769&width=900,119,Front,No,sling,8,No,2 years,0,1.54,9.64
Wexley Shag Slim Pack,1,"Clamshell construction. Hidden AirTag pocket, 2 hidden back panel pockets.",Clamshell,No,5.11,No,No,1,18.11,https://wexley.com/products/shag-17l-slim-pack-cordura-ballistic,Internal sleeve,No,No,No,1680D Cordura Ballistic,16,yes,France 🇫🇷,No,https://wexley.com/cdn/shop/files/wexley_shag_backpack_cordura_ballistic_SH200V2_7.jpg?v=1774339870&width=900,159,Front,Yes,backpack,17,No,2 years,0,2.09,11.02
Wexley Sheldrake Daypack,1,"RFID blocking pocket. Hidden AirTag pocket, 2 hidden back pockets.",180° Half Zip,No,6.3,No,No,1,18.5,https://wexley.com/products/sheldrake-cordura,External compartment,No,No,No,"1000D Cordura Ballistic, also in 1680D Cordura® Ballistic Black",16,yes,France 🇫🇷,No,https://wexley.com/cdn/shop/files/wexley-sheldrake-backpack-cordura-sd106-3_66761dd9-b5f3-43f3-97b8-7f3e55c81838.jpg?v=1739288717&width=900,139,Top,Yes,backpack,22,No,2 years,0,1.98,10.63
Wexley Stem Daypack,1,"Hidden AirTag pocket, 2 hidden back panel pockets, RFID pocket.",180° Half Zip,No,6.3,No,No,1,18.8,https://wexley.com/products/stem-cordura,Internal sleeve,No,No,No,1000D Cordura,16,yes,France 🇫🇷,No,https://wexley.com/cdn/shop/files/wexley_stem_backpack_stbp201_cordura_carbonate_hd-2_34b64ad8-35d0-43d0-be1b-eca75b18a766.jpg?v=1739892829&width=900,139,Front,Yes,backpack,20,No,2 years,0,1.76,11.4
Wexley Tacoma Slim Daypack,0,Ultra-slim design. Hidden AirTag pocket.,180° Half Zip,No,2.75,No,No,1,18.1,https://wexley.com/products/tacoma,Internal sleeve,No,No,No,"330D Cordura, also in 1680D Cordura® Ballistic",14,yes,France 🇫🇷,No,https://wexley.com/cdn/shop/files/wexley_tacoma_backpack_cordura_ballistic_tcm221-2_fcfba0fc-e63b-4e27-a644-4e51c3242728.jpg?v=1739289731&width=900,139,No,Yes,backpack,11,No,2 years,0,1.5,11
Wexley Taylor 25L Pro Pack 1680D Cordura Ballistic,1,"RFID blocking pocket. Hidden AirTag pocket, 2 hidden back pockets.",180° Half Zip,No,6.3,No,No,2,18.8,https://wexley.com/products/taylor,Separated Compartment,No,No,Yes,1680D Cordura Ballistic,16,yes,France 🇫🇷,No,https://wexley.com/cdn/shop/files/wexley_taylor_backpack_cordura_ballistic_tl200_2.jpg?v=1741313599&width=900,189,Top,Yes,backpack,25,Side,2 years,1,2.65,11.4
